,Oligodendrocyte/OPC__Donor_333,Excitatory neuron__Donor_865,Excitatory neuron__Donor_614,Excitatory neuron__Donor_333,Inhibitory neuron__Donor_31,Excitatory neuron__Donor_1001,Excitatory neuron__Donor_638,Excitatory neuron__Donor_228,Inhibitory neuron__Donor_1001,Excitatory neuron__Donor_31,Support/Vascular/Immune__Donor_1001,Excitatory neuron__Donor_1007,Astrocyte Homeostatic__Donor_614,Inhibitory neuron__Donor_638,Inhibitory neuron__Donor_333,Astrocyte Reactive__Donor_1001,Microglia__Donor_1001,Oligodendrocyte/OPC__Donor_1001,Microglia__Donor_865,Support/Vascular/Immune__Donor_638,Support/Vascular/Immune__Donor_228,Inhibitory neuron__Donor_865,Support/Vascular/Immune__Donor_614,Inhibitory neuron__Donor_614,Microglia__Donor_333,Microglia__Donor_614,Oligodendrocyte/OPC__Donor_865,Support/Vascular/Immune__Donor_865,Support/Vascular/Immune__Donor_333,Microglia__Donor_228,Astrocyte Reactive__Donor_614,Support/Vascular/Immune__Donor_31,Microglia__Donor_1007,Astrocyte Homeostatic__Donor_31,Inhibitory neuron__Donor_228,Inhibitory neuron__Donor_1007,Oligodendrocyte/OPC__Donor_638,Support/Vascular/Immune__Donor_1007,Astrocyte Reactive__Donor_865,Oligodendrocyte/OPC__Donor_614,Microglia__Donor_638,Microglia__Donor_31,Oligodendrocyte/OPC__Donor_228,Excitatory neuron__Donor_545,Inhibitory neuron__Donor_941,Excitatory neuron__Donor_941,Excitatory neuron__Donor_1467,Oligodendrocyte/OPC__Donor_941,Support/Vascular/Immune__Donor_941,Inhibitory neuron__Donor_545,Oligodendrocyte/OPC__Donor_545,Microglia__Donor_545,Support/Vascular/Immune__Donor_1467,Inhibitory neuron__Donor_1467,Support/Vascular/Immune__Donor_545,Microglia__Donor_941,Astrocyte Homeostatic__Donor_941,Astrocyte Homeostatic__Donor_545,Excitatory neuron__Donor_609,Excitatory neuron__Donor_735,Excitatory neuron__Donor_634,Astrocyte Homeostatic__Donor_1146,Astrocyte Homeostatic__Donor_609,Support/Vascular/Immune__Donor_1146,Inhibitory neuron__Donor_1146,Inhibitory neuron__Donor_1278,Oligodendrocyte/OPC__Donor_721,Microglia__Donor_634,Excitatory neuron__Donor_1146,Excitatory neuron__Donor_721,Microglia__Donor_1146,Astrocyte Reactive__Donor_1146,Microglia__Donor_609,Inhibitory neuron__Donor_634,Inhibitory neuron__Donor_721,Oligodendrocyte/OPC__Donor_1278,Support/Vascular/Immune__Donor_735,Inhibitory neuron__Donor_609,Oligodendrocyte/OPC__Donor_735,Excitatory neuron__Donor_1278,Support/Vascular/Immune__Donor_609,Support/Vascular/Immune__Donor_634,Support/Vascular/Immune__Donor_1278,Support/Vascular/Immune__Donor_721,Astrocyte Homeostatic__Donor_735,Inhibitory neuron__Donor_735,Microglia__Donor_721,Oligodendrocyte/OPC__Donor_634,Astrocyte Homeostatic__Donor_721,Astrocyte Reactive__Donor_735,Astrocyte Reactive__Donor_634,Microglia__Donor_735,Oligodendrocyte/OPC__Donor_1146,Astrocyte Reactive__Donor_609,Oligodendrocyte/OPC__Donor_609,Astrocyte Homeostatic__Donor_1278
ENSG00000196778,0.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196782,3104.0,4130.0,860.0,1113.0,4546.0,1110.0,929.0,1265.0,4557.0,436.0,1228.0,287.0,236.0,2111.0,1299.0,165.0,942.0,1395.0,1778.0,62.0,32.0,216.0,807.0,787.0,56.0,374.0,22.0,763.0,366.0,42.0,48.0,108.0,11.0,258.0,811.0,425.0,42.0,20.0,64.0,36.0,201.0,45.0,51.0,1122.0,3088.0,393.0,733.0,187.0,130.0,1675.0,27.0,68.0,81.0,586.0,44.0,51.0,18.0,54.0,3320.0,626.0,2806.0,671.0,1004.0,1361.0,1294.0,3185.0,2046.0,961.0,859.0,371.0,1185.0,51.0,1174.0,2335.0,1044.0,251.0,469.0,200.0,121.0,498.0,332.0,532.0,108.0,298.0,485.0,3134.0,214.0,496.0,29.0,64.0,399.0,553.0,41.0,41.0,40.0,12.0
ENSG00000196787,0.0,4.0,0.0,0.0,6.0,8.0,0.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,3.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000196872,95.0,1245.0,593.0,230.0,136.0,799.0,360.0,236.0,119.0,92.0,250.0,152.0,21.0,41.0,42.0,4.0,4789.0,65.0,1275.0,35.0,79.0,23.0,142.0,17.0,202.0,1708.0,38.0,263.0,204.0,93.0,2.0,25.0,69.0,9.0,27.0,11.0,4.0,16.0,6.0,15.0,422.0,91.0,6.0,359.0,114.0,137.0,19.0,10.0,53.0,28.0,2.0,184.0,24.0,36.0,27.0,218.0,0.0,2.0,2333.0,455.0,402.0,81.0,66.0,184.0,59.0,120.0,216.0,3724.0,682.0,204.0,2268.0,3.0,5973.0,89.0,55.0,11.0,209.0,13.0,16.0,141.0,975.0,47.0,34.0,133.0,20.0,125.0,854.0,67.0,9.0,1.0,20.0,2200.0,5.0,1.0,15.0,3.0
ENSG00000196954,30.0,22.0,7.0,4.0,83.0,14.0,6.0,4.0,127.0,6.0,9.0,1.0,3.0,57.0,36.0,31.0,1.0,87.0,168.0,2.0,2.0,2.0,4.0,24.0,0.0,3.0,54.0,4.0,1.0,0.0,16.0,0.0,0.0,0.0,22.0,9.0,11.0,0.0,38.0,16.0,0.0,0.0,9.0,10.0,16.0,2.0,4.0,8.0,1.0,55.0,10.0,1.0,3.0,35.0,0.0,0.0,0.0,0.0,201.0,7.0,21.0,1.0,3.0,2.0,25.0,33.0,16.0,0.0,4.0,1.0,1.0,5.0,1.0,74.0,12.0,0.0,8.0,2.0,9.0,3.0,2.0,0.0,2.0,1.0,3.0,97.0,1.0,125.0,0.0,8.0,54.0,0.0,8.0,36.0,41.0,0.0
ENSG00000197153,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197249,3.0,5.0,1.0,0.0,17.0,2.0,3.0,2.0,53.0,4.0,1.0,1.0,1.0,13.0,17.0,0.0,1.0,3.0,70.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,85.0,0.0,7.0,1.0,1.0,1.0,4.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0,5.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSG00000197321,257.0,616.0,318.0,371.0,198.0,785.0,169.0,124.0,146.0,145.0,596.0,36.0,28.0,28.0,87.0,805.0,227.0,389.0,71.0,40.0,88.0,69.0,296.0,56.0,18.0,101.0,391.0,302.0,276.0,4.0,285.0,204.0,5.0,36.0,10.0,4.0,82.0,7.0,798.0,79.0,14.0,13.0,42.0,174.0,378.0,119.0,56.0,27.0,192.0,47.0,60.0,5.0,110.0,26.0,83.0,25.0,3.0,2.0,589.0,374.0,481.0,98.0,91.0,648.0,261.0,230.0,357.0,149.0,750.0,211.0,450.0,279.0,191.0,139.0,135.0,22.0,275.0,84.0,69.0,193.0,286.0,347.0,183.0,249.0,35.0,74.0,64.0,357.0,4.0,209.0,1346.0,84.0,19.0,303.0,157.0,4.0
ENSG00000197360,275.0,855.0,1660.0,2212.0,285.0,2225.0,2747.0,2687.0,106.0,4327.0,156.0,518.0,30.0,47.0,157.0,8.0,72.0,137.0,31.0,56.0,74.0,12.0,61.0,49.0,4.0,18.0,1.0,84.0,102.0,2.0,3.0,96.0,5.0,30.0,7.0,4.0,1.0,6.0,1.0,2.0,5.0,3.0,1.0,3362.0,221.0,829.0,2240.0,5.0,37.0,6.0,2.0,7.0,55.0,18.0,38.0,2.0,0.0,2.0,4110.0,1092.0,2023.0,86.0,88.0,159.0,298.0,242.0,121.0,52.0,4998.0,373.0,48.0,0.0,47.0,68.0,91.0,6.0,60.0,197.0,3.0,2466.0,123.0,69.0,74.0,51.0,39.0,131.0,5.0,7.0,4.0,2.0,13.0,5.0,2.0,1.0,0.0,1.0
ENSG00000197430,2902.0,5069.0,153.0,340.0,4010.0,216.0,561.0,1129.0,28.0,143.0,13.0,97.0,531.0,46.0,103.0,3.0,16.0,1109.0,46.0,27.0,26.0,25.0,22.0,18.0,2.0,15.0,13.0,39.0,21.0,4.0,4.0,10.0,0.0,696.0,175.0,3.0,1.0,2.0,7.0,6.0,12.0,1.0,9.0,421.0,6376.0,337.0,200.0,652.0,9.0,1.0,1.0,0.0,6.0,184.0,8.0,0.0,36.0,21.0,858.0,224.0,1861.0,2856.0,1833.0,69.0,402.0,6443.0,11293.0,80.0,127.0,407.0,50.0,3.0,45.0,70.0,1408.0,451.0,11.0,114.0,37.0,596.0,31.0,49.0,16.0,49.0,1073.0,152.0,17.0,241.0,134.0,0.0,31.0,12.0,87.0,4.0,15.0,75.0
ENSG00000197442,146.0,9685.0,3691.0,2729.0,2014.0,5276.0,4440.0,4560.0,2442.0,2334.0,1271.0,950.0,50.0,1141.0,1269.0,318.0,4979.0,187.0,2167.0,410.0,733.0,2317.0,687.0,520.0,236.0,1592.0,63.0,1153.0,778.0,86.0,186.0,412.0,93.0,13.0,356.0,183.0,64.0,133.0,148.0,38.0,419.0,97.0,31.0,3196.0,1160.0,1025.0,2126.0,19.0,352.0,842.0,7.0,255.0,347.0,602.0,300.0,296.0,10.0,1.0,7239.0,2876.0,3915.0,128.0,123.0,1105.0,1318.0,797.0,348.0,5697.0,4625.0,1274.0,3072.0,20.0,4266.0,1804.0,596.0,19.0,809.0,705.0,74.0,2027.0,1320.0,795.0,512.0,568.0,27.0,1661.0,1015.0,197.0,7.0,22.0,507.0,1869.0,19.0,72.0,66.0,2.0
ENSG00000197503,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197520,15.0,26.0,20.0,8.0,602.0,31.0,10.0,8.0,1139.0,0.0,4.0,1.0,2.0,152.0,213.0,0.0,9.0,13.0,92.0,0.0,1.0,3.0,2.0,225.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,86.0,67.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,66.0,2.0,1.0,0.0,0.0,131.0,1.0,0.0,1.0,43.0,1.0,0.0,0.0,0.0,1083.0,6.0,22.0,7.0,9.0,7.0,510.0,101.0,18.0,15.0,14.0,6.0,7.0,0.0,5.0,190.0,131.0,1.0,4.0,5.0,0.0,3.0,3.0,3.0,5.0,4.0,3.0,1100.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,7.0,0.0
ENSG00000197585,195.0,634.0,1150.0,607.0,123.0,1175.0,176.0,176.0,121.0,132.0,1164.0,44.0,41.0,19.0,87.0,4.0,205.0,67.0,39.0,37.0,59.0,61.0,700.0,61.0,36.0,299.0,1.0,252.0,919.0,1.0,1.0,92.0,5.0,7.0,4.0,2.0,3.0,14.0,5.0,2.0,18.0,3.0,1.0,144.0,234.0,202.0,32.0,21.0,160.0,18.0,2.0,4.0,27.0,13.0,50.0,8.0,1.0,0.0,1284.0,218.0,312.0,80.0,78.0,2878.0,262.0,148.0,260.0,126.0,2507.0,478.0,337.0,12.0,198.0,41.0,74.0,15.0,294.0,50.0,1.0,175.0,385.0,239.0,370.0,515.0,39.0,32.0,63.0,20.0,5.0,2.0,40.0,30.0,1.0,0.0,2.0,2.0
ENSG00000197629,7.0,7.0,1.0,0.0,71.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,2.0,9.0,7.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,4.0,33.0,15.0,11.0,0.0,1.0,0.0,2.0,0.0,1.0,17.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000197943,58.0,85.0,12.0,13.0,800.0,40.0,29.0,19.0,986.0,16.0,23.0,1.0,6.0,317.0,251.0,1.0,9.0,102.0,451.0,6.0,6.0,19.0,4.0,141.0,1.0,4.0,50.0,10.0,12.0,1.0,0.0,8.0,0.0,14.0,128.0,77.0,15.0,2.0,1.0,23.0,10.0,0.0,6.0,21.0,238.0,11.0,6.0,19.0,6.0,362.0,7.0,0.0,4.0,113.0,2.0,2.0,3.0,0.0,287.0,18.0,59.0,53.0,5.0,15.0,265.0,311.0,36.0,12.0,35.0,5.0,12.0,1.0,13.0,488.0,119.0,8.0,7.0,4.0,43.0,21.0,13.0,9.0,9.0,4.0,4.0,841.0,1.0,166.0,0.0,0.0,7.0,5.0,25.0,1.0,40.0,1.0
ENSG00000197953,1.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSG00000197971,37541.0,59721.0,2085.0,7626.0,32994.0,3718.0,7527.0,6369.0,1108.0,1667.0,862.0,986.0,5562.0,658.0,1290.0,56.0,931.0,12310.0,1040.0,324.0,523.0,289.0,438.0,407.0,75.0,587.0,51.0,757.0,533.0,47.0,34.0,542.0,30.0,4525.0,1047.0,83.0,19.0,55.0,69.0,63.0,158.0,27.0,59.0,6503.0,82700.0,4787.0,1959.0,4911.0,286.0,421.0,66.0,70.0,420.0,1307.0,196.0,64.0,426.0,529.0,11829.0,3676.0,16723.0,13697.0,14144.0,894.0,3207.0,54328.0,51957.0,1355.0,1262.0,2831.0,1029.0,24.0,1092.0,888.0,13039.0,3501.0,646.0,1721.0,492.0,7568.0,659.0,673.0,437.0,488.0,10354.0,1931.0,185.0,1995.0,662.0,8.0,229.0,497.0,348.0,15.0,108.0,589.0
ENSG00000197992,4.0,8.0,3.0,1.0,162.0,6.0,0.0,5.0,135.0,3.0,6.0,0.0,1.0,43.0,33.0,1.0,4.0,9.0,20.0,0.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,54.0,2.0,2.0,1.0,0.0,54.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,43.0,2.0,8.0,4.0,3.0,3.0,82.0,28.0,2.0,0.0,3.0,0.0,7.0,1.0,1.0,46.0,18.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,185.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198010,405.0,10016.0,6666.0,2943.0,313.0,12029.0,3009.0,2203.0,1360.0,732.0,3865.0,968.0,119.0,272.0,1184.0,31.0,16128.0,209.0,4502.0,583.0,404.0,1531.0,1981.0,903.0,880.0,6437.0,54.0,2866.0,2029.0,459.0,15.0,328.0,374.0,25.0,131.0,69.0,16.0,268.0,59.0,14.0,2121.0,296.0,3.0,4471.0,873.0,1518.0,244.0,40.0,547.0,1210.0,7.0,1242.0,233.0,141.0,563.0,1042.0,6.0,13.0,18747.0,5511.0,6497.0,368.0,363.0,3852.0,2528.0,396.0,782.0,14885.0,8464.0,2971.0,10696.0,20.0,17378.0,1731.0,1093.0,30.0,1916.0,1621.0,13.0,1304.0,4376.0,1594.0,284.0,1329.0,105.0,578.0,3114.0,63.0,27.0,4.0,133.0,6446.0,9.0,10.0,18.0,6.0
ENSG00000198019,9.0,13.0,4.0,1.0,119.0,5.0,2.0,6.0,97.0,1.0,4.0,2.0,1.0,35.0,10.0,0.0,0.0,2.0,129.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,77.0,0.0,0.0,0.0,0.0,77.0,0.0,12.0,8.0,5.0,2.0,31.0,22.0,12.0,2.0,5.0,1.0,5.0,0.0,1.0,35.0,17.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,110.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198108,1000.0,6115.0,3499.0,2024.0,1671.0,5429.0,2489.0,1832.0,1422.0,540.0,5017.0,775.0,227.0,515.0,578.0,181.0,4893.0,850.0,2388.0,452.0,369.0,184.0,2498.0,385.0,352.0,2622.0,40.0,2608.0,1968.0,223.0,60.0,418.0,180.0,137.0,154.0,112.0,4.0,182.0,243.0,12.0,981.0,113.0,2.0,3531.0,1024.0,825.0,146.0,98.0,526.0,582.0,6.0,562.0,306.0,330.0,765.0,303.0,11.0,12.0,10253.0,1585.0,4238.0,499.0,406.0,4240.0,752.0,1080.0,1517.0,5633.0,3735.0,1557.0,3957.0,46.0,6241.0,546.0,550.0,105.0,1405.0,102.0,4.0,803.0,2733.0,1966.0,515.0,1306.0,154.0,916.0,852.0,115.0,36.0,21.0,1001.0,1116.0,14.0,67.0,15.0,13.0
ENSG00000198121,10189.0,7529.0,757.0,2138.0,8204.0,1271.0,2752.0,2518.0,553.0,491.0,51.0,317.0,1659.0,247.0,412.0,250.0,23.0,3939.0,195.0,32.0,23.0,42.0,32.0,145.0,2.0,30.0,7.0,67.0,24.0,1.0,127.0,8.0,1.0,1249.0,354.0,49.0,9.0,0.0,142.0,15.0,23.0,0.0,13.0,2152.0,13363.0,1003.0,414.0,917.0,16.0,243.0,9.0,0.0,1.0,405.0,8.0,1.0,80.0,100.0,2189.0,916.0,5438.0,4213.0,2778.0,118.0,948.0,12153.0,13194.0,84.0,466.0,1032.0,45.0,45.0,44.0,372.0,2842.0,998.0,17.0,210.0,58.0,1843.0,30.0,56.0,16.0,48.0,1988.0,553.0,14.0,558.0,210.0,69.0,330.0,7.0,93.0,100.0,9.0,153.0
ENSG00000198216,411.0,3242.0,1244.0,1007.0,107.0,1910.0,549.0,403.0,52.0,331.0,2996.0,219.0,49.0,51.0,25.0,41.0,4572.0,108.0,1266.0,193.0,303.0,57.0,1480.0,26.0,317.0,1405.0,17.0,1852.0,1524.0,134.0,3.0,306.0,117.0,16.0,24.0,11.0,4.0,130.0,8.0,14.0,432.0,83.0,0.0,704.0,211.0,326.0,89.0,21.0,422.0,17.0,8.0,242.0,213.0,18.0,276.0,390.0,2.0,2.0,2873.0,1336.0,1496.0,151.0,109.0,3147.0,95.0,805.0,613.0,4750.0,1782.0,779.0,3554.0,19.0,3133.0,44.0,127.0,98.0,1485.0,31.0,21.0,652.0,1989.0,1340.0,409.0,1109.0,100.0,23.0,1387.0,45.0,10.0,4.0,50.0,2083.0,23.0,7.0,16.0,9.0
ENSG00000198223,53.0,122.0,29.0,34.0,722.0,89.0,31.0,474.0,576.0,43.0,59.0,6.0,8.0,281.0,194.0,18.0,51.0,37.0,323.0,8.0,103.0,23.0,12.0,59.0,3.0,12.0,3.0,24.0,34.0,6.0,1.0,15.0,1.0,8.0,165.0,52.0,1.0,3.0,11.0,2.0,4.0,4.0,11.0,21.0,263.0,18.0,15.0,12.0,15.0,193.0,1.0,0.0,10.0,110.0,9.0,4.0,1.0,0.0,352.0,45.0,73.0,29.0,22.0,60.0,377.0,226.0,63.0,30.0,88.0,20.0,44.0,1.0,34.0,254.0,153.0,4.0,29.0,18.0,3.0,36.0,30.0,19.0,13.0,19.0,11.0,959.0,5.0,2.0,3.0,3.0,23.0,14.0,0.0,1.0,3.0,0.0
ENSG00000198286,86.0,67.0,15.0,30.0,675.0,43.0,19.0,13.0,623.0,102.0,51.0,0.0,12.0,205.0,235.0,3.0,38.0,34.0,138.0,7.0,7.0,12.0,25.0,153.0,2.0,10.0,1.0,42.0,15.0,0.0,0.0,57.0,0.0,38.0,127.0,63.0,1.0,2.0,0.0,0.0,5.0,9.0,0.0,39.0,171.0,4.0,7.0,5.0,7.0,274.0,0.0,1.0,8.0,136.0,17.0,0.0,0.0,0.0,259.0,35.0,52.0,171.0,56.0,169.0,301.0,187.0,54.0,21.0,140.0,7.0,72.0,5.0,35.0,390.0,91.0,1.0,59.0,17.0,2.0,15.0,107.0,26.0,6.0,29.0,22.0,478.0,6.0,7.0,1.0,1.0,11.0,16.0,2.0,4.0,2.0,0.0
ENSG00000198353,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198502,7.0,5.0,5.0,1.0,103.0,0.0,2.0,1.0,36.0,0.0,0.0,1.0,0.0,17.0,37.0,0.0,0.0,2.0,49.0,0.0,1.0,2.0,1.0,15.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,26.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,155.0,4.0,7.0,2.0,6.0,2.0,18.0,17.0,4.0,5.0,6.0,1.0,0.0,0.0,2.0,94.0,8.0,0.0,1.0,3.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0,74.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
ENSG00000198597,16883.0,29211.0,3478.0,5039.0,11246.0,6169.0,4087.0,2941.0,608.0,1017.0,4518.0,594.0,2658.0,153.0,839.0,60.0,51.0,6490.0,102.0,312.0,269.0,677.0,2241.0,445.0,4.0,63.0,23.0,2689.0,1573.0,3.0,22.0,394.0,2.0,1680.0,350.0,53.0,5.0,88.0,47.0,19.0,23.0,8.0,16.0,4002.0,22260.0,2166.0,861.0,1300.0,460.0,438.0,33.0,10.0,339.0,397.0,467.0,6.0,104.0,146.0,8479.0,3677.0,9923.0,5563.0,6287.0,4843.0,2346.0,18065.0,17307.0,140.0,3590.0,2647.0,79.0,14.0,102.0,735.0,4557.0,1196.0,1815.0,1215.0,168.0,3434.0,1490.0,1980.0,399.0,1248.0,3129.0,459.0,16.0,797.0,225.0,3.0,160.0,24.0,132.0,11.0,37.0,215.0
ENSG00000198626,4902.0,16199.0,8287.0,6009.0,2075.0,12972.0,4147.0,3472.0,301.0,1522.0,3789.0,1910.0,595.0,211.0,319.0,37.0,14254.0,1204.0,3893.0,475.0,684.0,305.0,2009.0,165.0,869.0,6047.0,66.0,3252.0,2944.0,434.0,13.0,240.0,570.0,257.0,91.0,30.0,17.0,474.0,50.0,32.0,1538.0,190.0,13.0,5954.0,6345.0,2154.0,430.0,343.0,394.0,224.0,15.0,1057.0,173.0,115.0,690.0,735.0,18.0,54.0,27776.0,6840.0,7729.0,1119.0,1914.0,3027.0,613.0,3489.0,3741.0,13706.0,9418.0,4518.0,6437.0,15.0,17107.0,398.0,1181.0,180.0,1808.0,415.0,37.0,2735.0,7797.0,1279.0,349.0,1476.0,497.0,222.0,2216.0,263.0,71.0,14.0,122.0,3891.0,20.0,9.0,28.0,38.0
